image_id,face_idx,gender,age,male_score,female_score
201853,0,Female,26,68.006,68.669
201897,0,Female,30,64.204,65
201897,1,Female,22,62.713,63.444
201898,0,Male,21,60.984,55.947
201898,1,Female,27,65.869,69.674
201900,0,Male,22,79.085,77.836
201904,0,Male,22,80.329,79.982
201904,1,Female,31,57.358,67.616
201905,0,Male,20,69.609,65.642
201905,1,Female,20,76.473,78.571
201906,0,Male,19,67.647,64.165
201906,1,Female,22,80.017,80.222
202131,0,Female,20,79.4,82.631
202132,0,Female,31,77.221,81.981
202138,0,Female,22,68.063,66.252
202158,0,Female,19,87.584,86.516
202158,1,Female,19,81.028,78.007
202162,0,Female,19,79.309,81.149
202163,0,Female,27,74.235,75.793
202174,0,Female,21,78.641,77.067
202175,0,Female,31,78.164,77.392
202189,0,Female,20,79.88,77.67
202190,0,Male,28,63.996,62.671
202190,1,Female,21,68.876,72.923
202192,0,Female,29,62.942,66.165
202192,1,Male,27,64.339,63.554
202216,0,Female,24,72.78,77.796
202217,0,Female,33,70.64,70.082
202218,0,Female,47,61.93,61.553
202221,0,Female,23,78.862,83.296
202221,1,Male,26,70.02,72.442
202222,0,Male,22,77.16,80.042
202222,1,Female,20,75.33,70.858
202223,0,Male,20,78.396,76.924
202223,1,Female,25,75.961,75.436
202227,0,Female,37,74.121,74.634
202227,1,Female,22,69.931,72.117
202233,0,Female,23,84.938,85.078
202235,0,Female,25,66.53,73.338
202258,0,Male,21,70.359,72.693
202316,0,Male,20,80.528,79.036
202524,0,Female,26,68.006,68.669
202525,0,Female,26,66.472,65.468
202557,0,Male,32,66.472,64.27
202562,0,Male,32,66.472,64.27
202566,0,Female,45,58.913,54.63
202633,0,Male,33,69.624,66.165
202634,0,Male,23,72.136,72.775
202634,1,Female,21,64.308,64.225
202638,0,Female,21,73.047,75.686
202638,1,Female,29,74.379,72.119
202681,0,Female,20,71.398,72.521
202683,0,Female,4,68.031,70.685
202687,0,Female,10,68.766,65.803
202702,0,Male,48,58.996,57.003
202711,0,Female,23,73.28,74.686
202711,1,Male,18,62.24,63.966
202712,0,Male,11,61.065,57.8
202713,0,Male,9,72.673,73.706
202870,0,Female,39,63.628,63.414
202873,0,Female,21,83.424,80.954
202945,0,Male,27,67.222,68.401
202964,0,Male,24,66.018,61.753
202969,0,Male,30,65.062,60.291
202974,0,Male,23,64.463,60.821
203013,0,Female,22,66.721,67.229
203040,0,Male,14,58.174,64.888
203091,0,Female,23,70.696,68.418
203171,0,Female,32,63.514,62.676
203197,0,Male,24,74.565,74.775
203243,0,Male,23,81.062,82.292
203283,0,Male,20,69.735,70.505
203299,0,Male,19,67.611,67.551
203307,0,Male,37,76.789,77.901
203308,0,Male,27,82.829,83.555
203313,0,Male,27,68.078,69.012
203316,0,Male,25,74.349,76.054
203318,0,Male,36,84.57,87.856
203336,0,Female,18,78.074,80.015
203338,0,Female,25,85.155,87.39
203346,0,Female,21,75.638,81.467
203382,0,Female,28,76.637,77.292
203385,0,Male,20,65.723,71.385
203396,0,Male,32,65.86,65.852
203424,0,Male,39,69.588,66.796
203544,0,Male,28,64.836,64.775
203556,0,Female,31,55.814,52.15
203712,0,Female,35,80.48,84.801
203938,0,Female,39,68.145,71.215
203941,0,Female,33,68.539,73.916
203943,0,Female,43,64.565,65.491
203945,0,Female,31,80.785,84.312
203948,0,Female,31,80.785,84.312
203966,0,Female,24,72.667,77.289
203970,0,Female,36,70.543,80.886
203992,0,Female,33,76.588,81.193
203993,0,Female,26,82.444,84.382
203996,0,Female,26,77.968,78.656
204066,0,Female,20,78.119,78.005
204069,0,Male,24,84.752,87.891
204073,0,Male,30,88.288,88.77
204075,0,Male,21,89.322,91.823
204081,0,Male,20,84.652,88.556
204094,0,Male,7,69.987,68.105
204096,0,Male,22,82.48,84.409
204101,0,Male,20,67.18,66.191
204109,0,Male,21,82.7,86.623
204110,0,Male,20,81.203,86.264
204111,0,Male,19,75.907,84.249
204113,0,Male,20,85.403,88.259
204116,0,Male,23,88.557,91.022
204126,0,Female,21,66.257,67.103
204127,0,Male,23,85.61,85.888
204157,0,Male,28,65.737,67.468
204162,0,Male,32,89.43,89.367
204164,0,Male,29,76.751,83.098
204250,0,Female,6,75.864,79.181
204252,0,Male,7,72.315,76.661
204257,0,Male,6,61.794,63.743
204259,0,Female,16,71.426,76.296
204259,1,Female,24,73.474,69.684
204261,0,Female,30,72.324,71.15
204261,1,Female,17,60.559,62.701
204262,0,Female,32,67.457,71.204
204262,1,Female,16,72.123,74.419
204266,0,Female,4,62.398,67.595
204330,0,Male,22,74.385,78.354
204331,0,Male,21,85.549,86.826
204333,0,Male,22,83.598,85.836
204338,0,Male,27,65.853,64.937
204343,0,Male,32,72.21,75.294
204345,0,Male,27,83.202,81.848
204347,0,Male,36,59.889,59.429
204351,0,Male,34,55.989,57.23
204356,0,Male,21,71.166,73.849
204357,0,Male,32,76.273,77.253
204360,0,Male,25,81.415,84.704
204363,0,Male,23,76.526,82.234
204364,0,Male,24,80.907,81.809
204368,0,Male,28,41.432,44.63
204385,0,Male,24,88.313,87.515
204399,0,Male,23,67.631,68.028
204450,0,Female,27,79.071,82.635
204452,0,Female,21,74.041,77.077
204487,0,Male,23,85.561,86.216
204489,0,Female,36,65.63,65.678
204491,0,Male,27,77.016,80.111
204506,0,Female,9,59.458,66.514
204513,0,Female,19,66.128,66.667
204520,0,Male,30,58.203,53.397
204590,0,Female,18,73.511,80.236
204591,0,Female,26,80.556,83.946
204606,0,Male,32,60.106,61.843
204617,0,Female,23,85.305,88.223
204620,0,Female,22,77.843,77.811
204624,0,Female,22,74.029,76.683
204626,0,Female,21,83.62,82.943
204687,0,Male,11,63.716,62.759
204963,0,Male,20,74.91,76.493
204963,1,Female,20,62.959,69.046
204968,0,Female,24,76.766,76.539
204972,0,Female,36,71.986,69.589
204979,0,Female,69,52.148,57
204991,0,Female,23,75.546,78.165
204994,0,Female,26,79.799,84.209
204996,0,Female,26,80.887,84.274
204998,0,Female,23,79.264,76.617
204999,0,Female,47,58.466,59.002
205001,0,Female,25,73.919,76.957
205012,0,Female,34,58.809,64.497
205012,1,Female,32,64.761,61.036
205046,0,Male,25,63.012,64.195
205046,1,Female,27,82.416,86.286
205048,0,Female,8,65.695,67.054
205049,0,Male,18,73.955,73.68
205096,0,Female,34,62.73,61.189
205178,0,Male,24,75.025,82.249
205179,0,Male,27,69.878,70.329
205179,1,Male,20,58.74,63.455
205179,2,Male,24,49.993,58.513
205204,0,Male,51,59.664,57.661
205223,0,Female,25,65.286,64.237
205313,0,Male,19,67.324,71.936
205370,0,Male,6,60.284,64.517
205370,1,Female,22,67.349,62.348
205428,0,Female,36,64.268,61.95
205434,0,Female,28,76.542,76.92
205441,0,Male,23,85.729,87.516
205448,0,Male,19,74.412,77.553
205578,0,Female,45,58.913,54.63
205646,0,Female,20,70.052,71.537
205646,1,Female,27,67.011,70.892
205776,0,Female,21,75.196,80.815
205792,0,Female,22,57.45,59.158
205794,0,Female,19,75.598,78.132
205796,0,Female,21,63.593,67.239
205796,1,Female,23,75.795,74.813
205798,0,Female,22,82.539,84.234
205804,0,Male,18,74.451,76.017
205805,0,Male,25,67.325,70.962
205805,1,Female,21,72.028,79.472
205806,0,Male,24,77.279,77.118
205806,1,Female,20,67.691,71.933
205808,0,Male,32,72.822,77.865
205809,0,Male,19,66.703,69.28
205810,0,Male,20,69.023,65.367
205811,0,Female,42,61.094,59.489
205812,0,Female,28,62.359,67.165
205813,0,Male,20,78.396,76.924
205813,1,Female,25,75.961,75.436
205814,0,Male,19,78.016,75.244
205814,1,Female,22,82.218,85.763
205818,0,Female,37,74.121,74.634
205818,1,Female,22,69.931,72.117
205819,0,Male,21,82.974,80.763
205819,1,Female,26,76.216,80.414
205825,0,Female,19,59.439,60.502
205847,0,Female,25,77.215,75.778
205881,0,Female,22,74.413,76.439
205885,0,Female,23,68.567,64.882
205915,0,Female,36,70.884,68.38
205935,0,Male,62,70.703,71.922
206066,0,Female,22,69.474,70.437
206066,1,Female,30,71.25,73.909
206071,0,Female,24,70.338,74.368
206072,0,Female,21,65.585,68.044
206075,0,Female,40,60.249,62.016
206076,0,Male,25,48.481,50.333
206080,0,Female,46,62.929,65.18
206198,0,Male,20,61.799,63.283
206200,0,Female,21,66.069,64.055
206210,0,Female,20,86.631,88.814
206218,0,Female,40,66.781,68.482
206219,0,Female,23,71.212,79.12
206220,0,Female,26,66.513,72.915
206221,0,Female,21,75.75,73.217
206227,0,Female,23,71.737,72.237
206312,0,Female,20,62.104,61.872
206315,0,Female,24,72.589,73.492
206316,0,Female,15,72.007,69.923
206316,1,Female,24,75.702,73.815
206316,2,Female,24,75.206,75.29
206316,3,Female,16,70.974,70.153
206316,4,Female,21,70.253,72.206
206317,0,Male,15,69.49,68.99
206319,0,Male,5,62.774,65.193
206319,1,Female,10,71.214,73.862
206320,0,Female,27,70.523,72.452
206320,1,Female,31,63.547,65.529
206320,2,Female,18,68.187,69.108
206321,0,Female,26,67.644,72.053
206322,0,Female,21,73.829,69.624
206324,0,Male,18,66.104,64.095
206324,1,Female,26,70.307,72.474
206326,0,Female,23,68.137,73.212
206326,1,Female,15,50.681,58.028
206326,2,Female,9,74.862,75.406
206332,0,Female,22,69.461,70.888
206335,0,Female,21,77.033,80.741
206363,0,Female,21,69.682,71.432
206402,0,Female,28,67.232,65.136
206408,0,Female,21,78.333,77.57
206413,0,Female,22,72.848,79.034
206419,0,Female,23,51.429,53.548
206422,0,Female,26,65.126,63.004
206424,0,Female,23,64.057,65.288
206428,0,Female,31,56.625,57.5
206428,1,Female,33,49.021,42.726
206429,0,Female,36,64.974,64.55
206429,1,Female,32,59.767,57.914
206430,0,Male,25,57.078,61.483
206430,1,Female,29,57.631,62.512
206434,0,Female,24,81.88,82.173
206435,0,Female,22,85.169,88.178
206532,0,Female,21,87.401,85.768
206589,0,Male,20,65.837,70.314
206594,0,Male,27,71.923,82.562
206594,1,Male,22,80.793,83.41
206604,0,Female,34,66.511,70.372
206660,0,Male,19,83.473,85.377
206663,0,Male,23,80.058,79.098
206676,0,Female,8,76.72,75.393
206679,0,Female,5,76.399,72.136
206805,0,Female,26,84.667,84.63
206805,1,Female,20,82.003,81.201
206816,0,Male,31,73.787,73.444
206825,0,Female,21,76.008,73.147
206855,0,Female,21,75.274,77.389
206857,0,Female,24,62.688,65.508
206860,0,Female,23,75.902,82.514
206861,0,Female,25,69.797,72.413
206862,0,Male,28,63.996,62.671
206862,1,Female,21,68.876,72.923
206864,0,Female,19,69.392,72.233
206874,0,Male,27,80.418,81.493
206874,1,Female,24,69.296,76.678
206883,0,Female,25,77.894,77.74
206891,0,Female,23,76.62,78.909
206893,0,Male,23,62.172,64.001
206893,1,Female,24,70.751,73.417
206904,0,Female,21,66.178,75.964
206906,0,Female,23,59.48,65.969
206906,1,Female,24,67.933,70.288
206913,0,Female,40,66.811,63.994
206913,1,Female,45,62.345,64.943
207012,0,Female,44,66.638,65.523
207132,0,Male,22,67.55,70.843
207217,0,Female,21,84.348,83.495
207217,1,Male,35,74.361,79.644
207220,0,Male,18,72.679,74.043
207220,1,Female,19,63.916,67.823
207298,0,Female,10,68.766,65.803
207311,0,Female,23,61.837,67.291
207311,1,Female,28,69.152,72.101
207311,2,Female,22,62.309,64.27
207315,0,Male,4,58.64,59.746
207534,0,Male,41,62.657,62.468
207535,0,Female,25,59.401,62.45
207550,0,Male,21,72.774,75.357
207603,0,Male,26,74.1,75
207795,0,Male,50,69.042,70.477
207797,0,Female,52,66.846,63.747
207850,0,Female,20,82.381,84.251
207929,0,Male,26,75.416,78.721
207932,0,Male,23,92.419,94.115
207941,0,Male,23,81.903,83.64
207943,0,Male,32,83.461,85.007
207967,0,Female,20,86.691,89.271
207972,0,Female,27,73.47,77.832
207978,0,Female,28,76.781,81.245
207983,0,Female,28,76.781,81.245
207986,0,Female,13,69.351,68.529
207990,0,Female,18,75.694,79.187
207995,0,Female,22,75.087,76.721
208001,0,Female,21,75.843,79.518
208004,0,Female,21,82.268,78.619
208007,0,Male,21,75.453,68.898
208013,0,Female,21,81.713,80.761
208014,0,Female,25,80.147,83.786
208019,0,Male,27,57.956,62.725
208033,0,Female,28,80.959,88.455
208058,0,Female,20,52.801,60.836
208069,0,Female,6,59.426,60.301
208087,0,Male,30,59.292,59.562
208095,0,Female,20,82.436,85.107
208110,0,Male,19,77.294,81.715
208324,0,Female,32,68.988,76.292
208326,0,Female,33,61.025,68.732
208420,0,Male,34,53.085,54.795
208507,0,Male,31,70.149,71.351
208517,0,Female,31,56.591,60.125
208537,0,Male,26,56.313,56.78
208541,0,Male,35,47.809,49.784
208552,0,Female,3,75.123,80.154
208581,0,Female,25,68.007,70.684
208642,0,Female,22,88.962,90.562
208647,0,Female,21,83.807,87.75
208661,0,Female,21,87.06,86.146
208665,0,Female,20,85.618,88.549
208670,0,Female,25,64.987,71.63
208688,0,Male,23,69.777,68.995
208692,0,Male,30,44.926,45.924
208692,1,Male,31,62.809,60.716
208692,2,Male,28,73.469,78.728
208693,0,Male,22,92.07,92.32
208698,0,Male,30,44.926,45.924
208698,1,Male,31,62.809,60.716
208698,2,Male,28,73.469,78.728
208700,0,Male,26,89.797,90.007
208704,0,Male,21,88.818,90.496
208709,0,Male,17,67.402,66.24
208715,0,Male,21,81.167,83.501
208738,0,Male,29,76.751,83.098
208798,0,Male,34,65.89,64.73
208830,0,Male,8,72.586,73.538
208830,1,Female,16,65.084,66.257
208832,0,Female,24,70.168,74.243
208832,1,Female,28,60.948,60.251
208833,0,Female,21,72.49,70.839
208833,1,Male,6,82.641,83.644
208834,0,Male,17,62.715,71.345
208834,1,Female,8,50.494,49.32
208841,0,Male,15,66.457,67.027
208845,0,Female,24,61.382,61.5
208847,0,Male,10,57.736,63.571
208852,0,Female,27,63.549,62.425
208865,0,Female,25,66.427,67.546
208925,0,Female,21,74.678,82.573
208926,0,Female,14,66.9,64.644
208928,0,Female,22,66.737,61.897
208948,0,Male,25,64.684,62.996
208968,0,Male,22,70.932,72.33
208999,0,Female,49,64.782,60.497
209004,0,Male,38,63.311,64.531
209016,0,Female,31,59.4,59.569
209052,0,Male,24,83.387,84.327
209053,0,Male,23,82.504,85.948
209057,0,Male,26,83.142,83.25
209059,0,Male,29,69.226,72.903
209063,0,Male,37,68.699,71.329
209064,0,Male,34,79.455,85.604
209073,0,Male,22,73.31,73.88
209075,0,Male,29,66.581,69.814
209126,0,Female,26,76.781,76.838
209128,0,Female,23,77.868,79.671
209144,0,Male,39,65.053,65.77
209147,0,Female,31,41.436,52.441
209152,0,Male,36,49.837,54.394
209153,0,Female,17,85.248,87.498
209170,0,Female,22,74.797,72.247
209171,0,Female,25,87.535,88.567
209172,0,Female,21,81.543,83.036
209175,0,Female,25,86.283,86.116
209177,0,Female,22,83.674,85.646
209178,0,Female,22,80.585,83.461
209180,0,Female,25,79.524,82.375
209182,0,Female,20,75.061,74.485
209183,0,Female,22,86.585,87.52
209368,0,Female,23,79.099,79.602
209375,0,Male,26,68.963,71.089
209376,0,Male,32,64.523,65.323
209376,1,Male,23,77.646,75.301
209377,0,Male,26,76.973,85.197
209378,0,Male,34,61.53,64.737
209433,0,Female,21,60.543,62.799
209442,0,Female,22,64.582,64.605
209552,0,Male,49,68.909,66.369
209557,0,Male,52,65.894,65.41
209623,0,Male,29,64.389,69.403
209623,1,Male,28,58.844,60.511
209623,2,Male,32,60.753,64.326
209623,3,Male,23,67.566,70.765
209655,0,Female,26,66.472,65.468
209695,0,Female,31,67.779,72.609
209695,1,Female,33,66.813,64.087
209696,0,Male,24,78.537,77.94
209776,0,Female,30,78.99,79.367
209779,0,Female,24,70.381,72.391
209816,0,Female,4,58.719,61.662
209816,1,Female,16,76.484,77.869
209817,0,Female,18,72.294,72.712
209817,1,Female,19,66.619,71.017
209817,2,Male,15,60.272,63.533
209817,3,Female,6,58.514,61.046
209820,0,Female,5,58.781,64.392
209825,0,Male,32,67.826,66.303
209969,0,Female,30,74.787,71.607
210011,0,Female,26,80.277,82.376
210012,0,Female,25,63.904,69.635
210079,0,Female,15,67.602,64.676
210079,1,Female,7,68.524,67.291
210079,2,Female,20,67.117,66.564
210079,3,Female,25,66.756,63.835
210079,4,Female,28,68.201,65.462
210098,0,Male,22,66.532,66.989
210107,0,Female,25,65.27,60.988
210132,0,Male,29,61.817,62.866
210204,0,Male,31,89.183,87.587
210209,0,Female,21,81.448,83.409
210210,0,Female,28,71.815,72.773
210219,0,Male,22,74.781,74.687
210219,1,Female,25,83.596,86.027
210238,0,Female,26,50.357,53.406
210241,0,Female,30,62.283,63.405
210310,0,Female,24,71.972,68.958
210321,0,Female,24,73.98,69.789
210329,0,Female,28,66.143,66.789
210333,0,Female,25,69.639,69.691
210538,0,Female,23,77.012,77.011
210545,0,Female,28,73.938,75.999
210548,0,Female,29,72.855,71.052
210551,0,Female,25,72.109,75.508
210554,0,Female,22,78.333,77.259
210555,0,Female,25,72.109,75.508
210561,0,Female,26,74.814,79.256
210645,0,Male,46,60.953,61.75
210650,0,Female,49,54.621,55.926
210694,0,Female,25,67.419,66.753
210706,0,Female,23,80.659,79.219
210707,0,Female,25,85.312,87.799
210721,0,Female,21,82.171,84.088
210722,0,Female,24,84.887,82.672
210732,0,Female,31,84.929,85.957
210740,0,Female,20,86.621,88.323
210742,0,Male,51,67.118,60.944
210750,0,Female,23,88.218,90.937
210754,0,Female,22,81.123,87.489
210808,0,Female,31,83.494,87.046
210808,1,Female,21,79.811,86.601
210808,2,Female,22,79.271,84.284
210815,0,Female,20,62.432,63.611
210815,1,Female,20,65.919,74.125
210815,2,Female,20,66.814,67.292
210815,3,Female,23,63.075,63.617
210817,0,Female,21,69.12,69.23
210817,1,Female,21,74.285,80.148
210819,0,Female,4,74.164,74.822
210819,1,Female,13,66.21,62.262
210821,0,Female,28,54.186,50.673
210824,0,Female,27,67.021,61.421
210827,0,Female,22,77.582,75.999
210828,0,Female,23,82.184,84.653
210828,1,Female,25,71.078,72.033
210828,2,Female,25,58.03,59.076
210828,3,Female,30,53.74,57.083
210828,4,Female,31,56.068,61.28
210830,0,Female,23,63.141,60.91
210831,0,Female,21,79.774,78.506
210832,0,Female,11,68.953,66.093
210873,0,Female,12,78.746,78.582
210873,1,Female,9,72.602,72.892
210874,0,Female,19,72.846,74.457
210897,0,Female,24,66.233,67.091
210904,0,Female,71,46.227,54.087
210905,0,Female,71,46.227,54.087
210921,0,Male,20,75.496,76.007
210921,1,Female,24,78.678,79.297
210923,0,Female,23,69.393,73.672
210928,0,Female,20,76.995,78.59
210931,0,Female,19,90.978,91.328
210934,0,Female,22,68.935,72.755
210935,0,Male,70,66.315,65.982
210940,0,Female,21,82.741,83.449
210941,0,Female,29,74.539,77.198
210957,0,Male,31,64.317,67.324
210989,0,Male,24,74.885,75.554
211155,0,Female,47,68.31,69.385
211236,0,Male,44,52.624,49.397
211333,0,Male,19,73.166,77.816
211348,0,Female,18,80.413,81.277
211351,0,Female,27,75.61,80.333
211357,0,Female,46,56.009,56.867
211414,0,Female,22,81.992,83.339
211435,0,Female,28,72.624,72.644
211482,0,Male,23,77.312,76.593
211628,0,Female,25,65.286,64.237
211637,0,Male,29,61.817,62.866
211687,0,Male,32,66.472,64.27
211689,0,Female,45,58.913,54.63
211717,0,Male,34,60.749,57.526
211720,0,Male,28,84.702,88.681
211725,0,Male,23,80.058,79.098
211761,0,Female,26,62.282,62.524
211792,0,Female,26,82.999,82.365
211888,0,Female,37,59.379,66.45
211889,0,Female,20,68.365,75.312
211889,1,Female,26,55.591,62.757
211998,0,Female,35,51.694,47.868
212001,0,Female,16,56.27,54.159
212017,0,Female,33,72.547,74.291
212059,0,Male,30,68.18,69.436
212064,0,Male,26,88.74,88.024
212136,0,Female,20,82.248,86.978
212194,0,Male,20,66.383,67.711
212233,0,Male,21,79.277,81.288
212239,0,Male,25,82.64,85.404
212264,0,Male,26,85.692,88.235
212282,0,Female,25,82.117,83.175
212286,0,Female,23,72.62,73.413
212311,0,Female,37,63.302,63.025
212319,0,Male,35,76.532,76.82
212330,0,Male,35,67.911,71.096
212333,0,Male,34,79.71,79.412
212340,0,Female,27,79.567,80.728
212355,0,Female,25,65.438,63.509
212356,0,Female,24,75.001,74.574
212361,0,Female,27,75.738,79.337
212364,0,Female,22,80.091,83.567
212367,0,Female,22,76.48,78.342
212369,0,Female,36,59.134,60.258
212371,0,Female,43,66.136,65.087
212375,0,Female,20,82.53,86.703
212385,0,Female,21,66.368,67.069
212470,0,Female,29,76.341,79.995
212480,0,Female,4,63.122,63.796
212670,0,Female,25,79.643,75.917
212700,0,Female,24,78.697,81.719
212718,0,Female,40,68.076,69.822
212731,0,Female,42,76.224,83.403
212735,0,Female,30,75.786,76.668
212736,0,Female,24,79.662,78.34
212746,0,Female,19,82.581,87.147
212761,0,Female,26,61.339,60.485
212890,0,Female,38,45.902,44.64
212894,0,Female,21,69.615,73.552
212933,0,Female,4,74.532,76.979
212987,0,Female,8,60.78,63.79
212996,0,Female,6,57.289,61.395
212998,0,Female,4,64.463,65.093
212998,1,Female,4,61.382,61.892
213000,0,Female,30,71.051,70.745
213033,0,Male,36,79.847,76.343
213085,0,Male,18,68.927,71.8
213089,0,Male,20,74.336,76.618
213092,0,Male,29,77.292,77.058
213101,0,Male,22,70.258,69.355
213110,0,Male,22,80.624,85.366
213112,0,Male,23,82.385,84.32
213124,0,Male,23,88.594,89.939
213128,0,Male,26,89.797,90.007
213131,0,Male,26,89.797,90.007
213160,0,Male,22,89.317,89.471
213288,0,Female,7,56.272,54.88
213293,0,Female,35,58.512,55.568
213295,0,Female,10,72.075,69.152
213295,1,Female,8,73.008,72.332
213299,0,Female,21,72.49,70.839
213299,1,Male,6,82.641,83.644
213307,0,Female,29,64.747,63.789
213370,0,Female,25,67.797,67.549
213372,0,Female,28,53.559,52.296
213420,0,Male,29,66.246,67.464
213422,0,Male,27,49.751,53.335
213436,0,Male,23,79.839,83.381
213455,0,Male,28,77.358,79.476
213458,0,Male,33,61.869,64.216
213470,0,Male,29,69.498,69.699
213547,0,Male,21,80.075,80.649
213617,0,Female,18,74.729,79.995
213619,0,Female,19,82.123,82.294
213649,0,Female,25,88.048,88.311
213651,0,Female,34,79.617,82.131
213861,0,Female,23,73.942,73.346
213912,0,Female,23,59.843,57.545
213938,0,Female,21,85.468,85.086
213938,1,Female,20,69.304,73.891
213940,0,Female,21,88.157,88.471
213940,1,Female,19,72.807,77.839
213943,0,Female,23,56.335,56.18
213966,0,Female,25,75.257,74.091
213966,1,Male,24,64.646,64.876
213971,0,Female,22,76.41,79.571
213975,0,Female,24,68.17,67.346
213995,0,Female,39,68.748,65.817
213995,1,Female,37,65.985,68.058
214030,0,Male,29,66.091,64.122
214047,0,Male,18,65.872,68.231
214048,0,Male,21,61.676,65.037
214048,1,Female,23,55.337,57.557
214050,0,Male,22,66.085,63.93
214104,0,Female,29,66.97,71.419
214122,0,Female,19,69.868,70.483
214185,0,Male,29,61.817,62.866
214288,0,Female,21,64.097,63.694
214325,0,Female,41,59.136,64.619
214325,1,Female,27,68.981,68.506
214325,2,Female,32,57.052,66.634
214325,3,Female,23,59.937,60.449
214326,0,Female,45,49.025,48.905
214326,1,Female,34,52.553,59.047
214326,2,Female,33,56.431,56.613
214326,3,Female,38,58.442,59.243
214326,4,Female,31,62.242,63.258
214345,0,Female,25,78.043,81.104
214349,0,Female,6,79.222,79.044
214378,0,Female,30,60.019,61.525
214379,0,Female,4,69.529,65.142
214410,0,Female,18,87.282,86.754
214414,0,Female,21,77.053,80.59
214419,0,Female,27,77.169,75.166
214419,1,Female,25,63.429,70.606
214471,0,Female,30,68.923,69.834
214474,0,Female,26,75.213,82.104
214521,0,Female,21,60.543,62.799
214561,0,Male,23,73.208,76.706
214565,0,Female,22,77.544,82.653
214623,0,Male,35,63.073,62.261
214643,0,Female,22,77.477,80.286
214647,0,Male,42,67.151,70.242
214685,0,Female,33,62.214,62.678
214692,0,Female,26,74.822,81.557
214693,0,Female,25,81.653,81.689
214694,0,Female,23,52.749,53.17
214696,0,Female,26,80.887,84.274
214700,0,Female,35,79.51,80.735
214701,0,Female,25,64.685,64.983
214704,0,Female,24,62.663,59.755
214729,0,Female,26,82.539,83.19
214732,0,Female,24,62.881,59.974
214736,0,Female,25,58.576,62.062
214751,0,Female,21,72.393,79.503
214753,0,Female,22,74.173,76.693
214758,0,Female,29,61.13,59.122
214759,0,Female,24,63.63,62.553
214792,0,Female,24,66.993,69.107
214796,0,Female,24,66.411,66.445
214796,1,Female,21,65.307,64.344
214797,0,Female,25,72.24,66.485
214802,0,Female,31,64.117,60.471
214948,0,Female,30,67.174,66.839
214951,0,Female,20,77.426,83.917
214955,0,Female,23,58.228,64.157
214955,1,Female,30,64.756,64.426
214955,2,Female,24,62.504,61.451
214956,0,Female,21,67.977,66.449
214956,1,Female,22,71.844,70.204
214957,0,Female,23,68.878,73.558
214957,1,Female,24,66.005,66.256
214957,2,Female,26,63.883,66.854
214960,0,Female,23,67.274,69.737
214962,0,Female,23,73.759,77.81
214963,0,Female,36,57.609,61.477
215060,0,Female,22,69.324,69.015
215062,0,Female,45,61.842,61.131
215063,0,Female,23,80.41,81.669
215065,0,Female,22,79.344,80.068
215070,0,Female,23,85.142,86.455
215071,0,Female,24,74.164,75.133
215073,0,Female,23,66.658,66.081
215076,0,Female,25,52.806,55.52
215077,0,Female,25,64.893,67.075
215079,0,Female,27,78.759,74.478
215080,0,Female,26,81.123,82.504
215081,0,Female,18,67.527,68.666
215082,0,Female,42,65.259,69.223
215089,0,Female,29,64.041,63.431
215102,0,Female,40,52.129,52.779
215120,0,Female,20,72.931,72.585
215124,0,Female,17,66.813,68.198
215126,0,Female,29,71.688,70.01
215126,1,Female,26,75.293,74.325
215128,0,Female,21,70.296,70.351
215128,1,Female,21,77.257,76.302
215143,0,Female,22,85.803,91.159
215162,0,Male,24,59.935,58.386
215245,0,Female,21,69.12,69.23
215245,1,Female,21,74.285,80.148
215248,0,Female,23,71.945,72.731
215260,0,Female,22,78.686,80.551
215261,0,Female,24,77.447,81.213
215301,0,Male,21,72.601,70.111
215373,0,Female,17,65.734,65.538
215374,0,Female,11,62.516,63.575
215379,0,Female,21,88.157,88.471
215379,1,Female,19,72.807,77.839
215385,0,Female,24,60.336,69.065
215385,1,Female,26,59.758,66.194
215385,2,Female,27,66.109,71.045
215385,3,Female,27,61.742,65.025
215385,4,Female,26,67.81,69.42
215388,0,Female,22,54.011,58.652
215388,1,Female,23,59.339,65.219
215388,2,Female,24,66.946,69.693
215388,3,Female,25,67.867,71.732
215388,4,Female,24,61.597,68.185
215404,0,Female,37,74.121,74.634
215404,1,Female,22,69.931,72.117
215409,0,Female,19,77.953,79.664
215411,0,Female,22,75.676,79.898
215412,0,Female,21,73.625,75.668
215417,0,Female,23,70.334,70.238
215551,0,Male,22,71.325,72.683
215552,0,Male,20,87.164,88.327
215552,1,Female,22,83.366,85.408
215553,0,Female,21,78.038,82.72
215607,0,Female,31,60.523,62.02
215621,0,Female,6,79.222,79.044
215624,0,Female,20,73.481,72.335
215624,1,Female,7,77.519,76.902
215633,0,Female,23,75.311,75.334
215763,0,Female,13,69.094,74.989
215770,0,Female,30,64.693,67.657
215771,0,Female,29,62.2,57.187
215773,0,Female,23,55.196,60.443
215794,0,Female,25,59.891,64.143
215795,0,Female,60,48.941,49.732
215795,1,Female,39,62.732,63.393
215801,0,Female,27,88.794,91.082
215802,0,Female,26,92.767,91.996
215803,0,Female,28,82.618,86.342
215810,0,Female,26,77.035,77.511
215815,0,Female,27,62.016,64.514
215822,0,Female,23,84.778,87.948
215824,0,Female,24,83.516,85.257
215825,0,Female,31,70.342,69.288
215832,0,Female,24,67.725,69.104
